,image,group_2,group_3,group_4,group_original
35,970330071s198ms.jpg,0.0,0.0,1.0,1.0
36,969904872s188ms.jpg,1.0,1.0,1.0,2.0
37,970326135s807ms.jpg,0.0,0.0,1.0,1.0
38,970329656s698ms.jpg,0.0,0.0,1.0,1.0
39,969906312s679ms.jpg,0.0,1.0,1.0,1.0
40,970330220s180ms.jpg,0.0,0.0,0.0,0.0
41,970327052s209ms.jpg,1.0,2.0,3.0,3.0
42,970329105s714ms.jpg,0.0,0.0,0.0,0.0
43,970325650s790ms.jpg,0.0,1.0,1.0,2.0
44,970330392s185ms.jpg,0.0,1.0,1.0,2.0
45,970325972s811ms.jpg,0.0,0.0,0.0,1.0
46,970326399s805ms.jpg,0.0,0.0,0.0,1.0
47,964868895s714ms.jpg,0.0,1.0,1.0,2.0
48,969902970s247ms.jpg,0.0,0.0,1.0,1.0
49,970325919s792ms.jpg,0.0,1.0,1.0,2.0
50,969902624s235ms.jpg,0.0,1.0,1.0,2.0
51,969906558s658ms.jpg,1.0,2.0,2.0,3.0
52,964869115s700ms.jpg,0.0,1.0,1.0,2.0
53,964869239s724ms.jpg,0.0,1.0,1.0,2.0
54,969905672s187ms.jpg,0.0,0.0,0.0,0.0
55,969905237s185ms.jpg,0.0,0.0,1.0,1.0
56,970325739s812ms.jpg,0.0,0.0,0.0,1.0
57,969906498s665ms.jpg,1.0,2.0,2.0,3.0
58,969904802s184ms.jpg,0.0,1.0,1.0,1.0
59,969832359s655ms.jpg,1.0,1.0,2.0,3.0
60,969905535s183ms.jpg,1.0,1.0,2.0,3.0
61,969902863s241ms.jpg,0.0,0.0,0.0,0.0
62,970326064s803ms.jpg,0.0,0.0,1.0,1.0
63,969902347s258ms.jpg,0.0,0.0,0.0,1.0
64,969906424s658ms.jpg,1.0,1.0,2.0,2.0
65,969902502s247ms.jpg,1.0,1.0,1.0,2.0
66,969902431s242ms.jpg,1.0,2.0,3.0,3.0
67,969905232s180ms.jpg,0.0,0.0,0.0,1.0
68,969906262s663ms.jpg,0.0,0.0,1.0,1.0
69,970329718s693ms.jpg,0.0,0.0,0.0,0.0
70,970328958s700ms.jpg,0.0,0.0,0.0,1.0
71,970326314s786ms.jpg,1.0,1.0,2.0,2.0
72,969905220s168ms.jpg,1.0,1.0,2.0,2.0
73,970328480s689ms.jpg,0.0,0.0,0.0,0.0
74,969902786s230ms.jpg,0.0,0.0,0.0,0.0
75,969906143s191ms.jpg,0.0,1.0,1.0,2.0
76,970328784s693ms.jpg,0.0,0.0,0.0,0.0
77,970328629s705ms.jpg,0.0,1.0,1.0,2.0
78,970330037s197ms.jpg,0.0,0.0,0.0,1.0
79,970326722s794ms.jpg,0.0,0.0,1.0,1.0
80,970326844s201ms.jpg,1.0,1.0,2.0,3.0
81,969902769s247ms.jpg,0.0,0.0,0.0,1.0
82,969901803s248ms.jpg,0.0,0.0,0.0,1.0
83,970330321s181ms.jpg,0.0,0.0,0.0,1.0
84,969905240s189ms.jpg,0.0,0.0,0.0,1.0
85,970325724s797ms.jpg,1.0,2.0,3.0,3.0
86,970326351s790ms.jpg,0.0,0.0,0.0,1.0
87,970330400s193ms.jpg,0.0,0.0,0.0,1.0
88,969902127s239ms.jpg,0.0,0.0,0.0,0.0
89,970329411s686ms.jpg,0.0,1.0,1.0,1.0
90,969906512s679ms.jpg,0.0,0.0,1.0,1.0
91,970326346s785ms.jpg,0.0,0.0,0.0,1.0
92,964869871s722ms.jpg,1.0,2.0,2.0,3.0
93,970588387s240ms.jpg,0.0,0.0,0.0,0.0
94,970325904s810ms.jpg,0.0,0.0,0.0,1.0
95,970329180s689ms.jpg,0.0,0.0,0.0,1.0
96,970330208s201ms.jpg,0.0,0.0,0.0,0.0
97,969902483s228ms.jpg,0.0,0.0,0.0,0.0
98,969906130s178ms.jpg,0.0,0.0,0.0,1.0
99,970588477s264ms.jpg,0.0,0.0,0.0,1.0
100,970329077s686ms.jpg,0.0,0.0,0.0,0.0
101,969830848s209ms.jpg,1.0,1.0,2.0,3.0
102,969905051s166ms.jpg,0.0,1.0,1.0,2.0
103,969905586s167ms.jpg,0.0,0.0,0.0,1.0
104,970329775s202ms.jpg,0.0,0.0,1.0,1.0
105,964869768s719ms.jpg,1.0,1.0,2.0,2.0
106,970326438s810ms.jpg,0.0,1.0,1.0,2.0
107,970330354s180ms.jpg,1.0,1.0,2.0,2.0
108,969906286s653ms.jpg,1.0,1.0,2.0,3.0
109,969905749s164ms.jpg,0.0,0.0,0.0,0.0
110,969830818s212ms.jpg,1.0,1.0,2.0,3.0
111,969902811s255ms.jpg,0.0,0.0,0.0,0.0
112,970325768s808ms.jpg,0.0,1.0,1.0,2.0
113,970329029s705ms.jpg,0.0,0.0,0.0,1.0
114,970328455s698ms.jpg,0.0,1.0,1.0,2.0
115,969903350s681ms.jpg,0.0,0.0,1.0,1.0
116,969902111s256ms.jpg,0.0,0.0,0.0,1.0
117,969906011s192ms.jpg,1.0,1.0,1.0,2.0
118,970326920s210ms.jpg,1.0,1.0,2.0,3.0
119,970328552s695ms.jpg,0.0,1.0,1.0,1.0
120,970328624s700ms.jpg,0.0,0.0,0.0,1.0
121,969902272s250ms.jpg,0.0,0.0,0.0,0.0
122,970326337s809ms.jpg,0.0,0.0,0.0,1.0
123,970329791s185ms.jpg,1.0,1.0,2.0,3.0
124,970325507s813ms.jpg,0.0,0.0,0.0,0.0
125,964869860s711ms.jpg,1.0,1.0,2.0,3.0
126,969905843s191ms.jpg,0.0,0.0,0.0,0.0
127,969902815s226ms.jpg,0.0,0.0,0.0,0.0
128,970330153s180ms.jpg,0.0,0.0,0.0,1.0
129,964868850s702ms.jpg,0.0,1.0,1.0,2.0
130,970327030s220ms.jpg,0.0,0.0,1.0,1.0
131,969906522s656ms.jpg,0.0,0.0,0.0,1.0
132,970328679s688ms.jpg,0.0,0.0,1.0,1.0
133,970328829s705ms.jpg,0.0,0.0,0.0,1.0
134,969905653s168ms.jpg,0.0,1.0,1.0,2.0
135,969901844s256ms.jpg,0.0,0.0,0.0,0.0
136,970588578s264ms.jpg,0.0,0.0,1.0,1.0
137,970328986s695ms.jpg,0.0,0.0,1.0,1.0
138,970326878s202ms.jpg,1.0,1.0,2.0,3.0
139,970328519s695ms.jpg,0.0,0.0,0.0,0.0
140,970326243s782ms.jpg,0.0,1.0,1.0,2.0
141,970329212s687ms.jpg,0.0,0.0,0.0,1.0
142,970326327s799ms.jpg,1.0,2.0,2.0,3.0
143,970325486s792ms.jpg,1.0,1.0,1.0,2.0
144,964869925s710ms.jpg,0.0,0.0,0.0,1.0
145,969905845s193ms.jpg,0.0,1.0,1.0,2.0
146,969901979s257ms.jpg,0.0,0.0,0.0,0.0
147,970588444s264ms.jpg,0.0,0.0,1.0,1.0
148,970329315s690ms.jpg,0.0,0.0,0.0,0.0
149,969902290s235ms.jpg,0.0,0.0,0.0,0.0
150,970325629s802ms.jpg,0.0,0.0,0.0,0.0
151,964868578s697ms.jpg,0.0,0.0,0.0,0.0
152,969906497s664ms.jpg,1.0,1.0,2.0,2.0
153,969902864s242ms.jpg,0.0,0.0,0.0,1.0
154,970325798s804ms.jpg,0.0,0.0,1.0,1.0
155,970588326s246ms.jpg,0.0,0.0,0.0,0.0
156,970326750s789ms.jpg,1.0,2.0,3.0,3.0
157,970329213s688ms.jpg,0.0,0.0,0.0,1.0
158,964868829s715ms.jpg,0.0,1.0,1.0,1.0
159,964869480s698ms.jpg,0.0,0.0,0.0,1.0
160,969902676s254ms.jpg,0.0,0.0,0.0,1.0
161,969902497s242ms.jpg,0.0,1.0,1.0,2.0
162,969832369s665ms.jpg,1.0,2.0,2.0,3.0
163,970330370s196ms.jpg,1.0,1.0,2.0,3.0
164,970326659s798ms.jpg,0.0,0.0,1.0,1.0
165,964870000s718ms.jpg,0.0,0.0,0.0,1.0
166,969832412s641ms.jpg,0.0,1.0,1.0,2.0
167,969906266s667ms.jpg,0.0,0.0,0.0,0.0
168,969904798s180ms.jpg,0.0,1.0,1.0,1.0
169,970325883s789ms.jpg,1.0,2.0,3.0,3.0
170,964869219s704ms.jpg,1.0,1.0,1.0,2.0
171,970329729s704ms.jpg,0.0,0.0,1.0,1.0
172,969904926s175ms.jpg,0.0,1.0,1.0,1.0
173,969902688s232ms.jpg,0.0,1.0,1.0,1.0
174,970327041s231ms.jpg,0.0,1.0,1.0,2.0
175,970327018s208ms.jpg,0.0,0.0,1.0,1.0
176,970328140s229ms.jpg,0.0,0.0,1.0,1.0
177,964869803s721ms.jpg,0.0,0.0,0.0,0.0
178,970326072s811ms.jpg,1.0,1.0,2.0,2.0
179,970325775s781ms.jpg,1.0,1.0,1.0,2.0
180,969905249s164ms.jpg,0.0,0.0,1.0,1.0
181,969906285s652ms.jpg,0.0,0.0,1.0,1.0
182,969901802s247ms.jpg,0.0,0.0,0.0,1.0
183,969905320s168ms.jpg,1.0,2.0,2.0,3.0
184,969905300s182ms.jpg,0.0,0.0,0.0,1.0
185,970329215s690ms.jpg,0.0,0.0,1.0,1.0
186,970325992s798ms.jpg,0.0,0.0,0.0,0.0
187,970329145s687ms.jpg,0.0,0.0,0.0,0.0
188,969902703s247ms.jpg,0.0,1.0,1.0,2.0
189,970326039s812ms.jpg,0.0,0.0,0.0,1.0
190,969905209s191ms.jpg,0.0,0.0,1.0,1.0
191,964868945s697ms.jpg,1.0,1.0,2.0,2.0
192,969905435s183ms.jpg,1.0,1.0,1.0,2.0
193,969906358s659ms.jpg,1.0,1.0,2.0,2.0
194,970326443s782ms.jpg,0.0,0.0,1.0,1.0
195,970329648s690ms.jpg,0.0,0.0,0.0,0.0
196,969904781s197ms.jpg,0.0,0.0,0.0,1.0
197,969902523s234ms.jpg,1.0,1.0,2.0,3.0
198,970329424s699ms.jpg,0.0,0.0,0.0,0.0
199,969905204s186ms.jpg,0.0,0.0,0.0,1.0
200,969902548s226ms.jpg,0.0,1.0,1.0,2.0
201,969904844s193ms.jpg,0.0,0.0,1.0,1.0
202,970330257s184ms.jpg,0.0,0.0,0.0,0.0
203,969902612s256ms.jpg,0.0,1.0,1.0,2.0
204,969905253s168ms.jpg,1.0,2.0,3.0,3.0
205,970588535s255ms.jpg,1.0,2.0,3.0,3.0
206,969906293s660ms.jpg,0.0,0.0,0.0,0.0
207,970328842s684ms.jpg,0.0,0.0,0.0,1.0
208,970329369s711ms.jpg,0.0,0.0,0.0,1.0
209,969902324s235ms.jpg,0.0,1.0,1.0,1.0
210,970329810s170ms.jpg,0.0,0.0,0.0,0.0
211,969906400s667ms.jpg,0.0,0.0,0.0,1.0
212,969901787s232ms.jpg,0.0,0.0,0.0,1.0
213,969903319s683ms.jpg,0.0,0.0,1.0,1.0
214,969905640s188ms.jpg,1.0,1.0,1.0,2.0
215,964869521s706ms.jpg,0.0,0.0,1.0,1.0
216,969902441s252ms.jpg,1.0,1.0,2.0,3.0
217,970328184s206ms.jpg,1.0,2.0,2.0,3.0
218,969905683s164ms.jpg,0.0,0.0,0.0,1.0
219,969905155s170ms.jpg,0.0,0.0,0.0,1.0
220,970588413s266ms.jpg,0.0,0.0,1.0,1.0
221,970588273s260ms.jpg,0.0,0.0,0.0,0.0
222,970330139s199ms.jpg,0.0,0.0,0.0,0.0
223,970329260s702ms.jpg,0.0,1.0,1.0,2.0
224,964868702s721ms.jpg,1.0,2.0,3.0,3.0
225,969906111s192ms.jpg,0.0,0.0,0.0,1.0
226,969905156s171ms.jpg,0.0,0.0,1.0,1.0
227,970325514s787ms.jpg,0.0,0.0,0.0,0.0
228,970588361s248ms.jpg,0.0,0.0,1.0,1.0
229,964869891s709ms.jpg,1.0,2.0,2.0,3.0
230,970326375s781ms.jpg,0.0,1.0,1.0,1.0
231,969906477s677ms.jpg,0.0,1.0,1.0,2.0
232,970326727s799ms.jpg,0.0,0.0,0.0,0.0
233,970326488s793ms.jpg,0.0,0.0,0.0,1.0
234,969901848s227ms.jpg,0.0,0.0,0.0,1.0
235,969905956s170ms.jpg,1.0,1.0,2.0,2.0
236,970326525s797ms.jpg,0.0,1.0,1.0,2.0
237,970588567s254ms.jpg,0.0,0.0,0.0,1.0
238,970329944s171ms.jpg,0.0,0.0,0.0,0.0
239,969905060s175ms.jpg,0.0,0.0,0.0,1.0
240,964869606s724ms.jpg,0.0,0.0,1.0,1.0
241,970325879s785ms.jpg,1.0,2.0,3.0,3.0
242,970588484s271ms.jpg,1.0,1.0,2.0,3.0
243,969905692s173ms.jpg,0.0,0.0,0.0,0.0
244,970329355s697ms.jpg,1.0,1.0,1.0,2.0
245,964868835s721ms.jpg,0.0,1.0,1.0,2.0
246,970588270s257ms.jpg,0.0,0.0,0.0,1.0
247,969905784s165ms.jpg,0.0,0.0,0.0,0.0
248,970329813s173ms.jpg,0.0,0.0,0.0,0.0
249,969905429s177ms.jpg,0.0,0.0,0.0,1.0
250,969905595s176ms.jpg,0.0,0.0,0.0,1.0
251,970329344s686ms.jpg,1.0,2.0,3.0,3.0
252,969905177s192ms.jpg,0.0,0.0,0.0,1.0
253,969905108s190ms.jpg,0.0,0.0,1.0,1.0
254,970330226s186ms.jpg,0.0,0.0,0.0,0.0
255,970328621s697ms.jpg,0.0,0.0,1.0,1.0
256,969902337s248ms.jpg,0.0,1.0,1.0,1.0
257,964869851s702ms.jpg,1.0,2.0,3.0,3.0
258,970328274s717ms.jpg,1.0,1.0,2.0,2.0
259,970329316s691ms.jpg,0.0,0.0,0.0,1.0
260,969905476s191ms.jpg,0.0,0.0,0.0,0.0
261,970330104s197ms.jpg,0.0,0.0,0.0,1.0
262,970329308s717ms.jpg,1.0,2.0,2.0,3.0
263,969905882s197ms.jpg,0.0,0.0,0.0,1.0
264,969905903s184ms.jpg,1.0,1.0,2.0,3.0
265,970329185s694ms.jpg,0.0,1.0,1.0,2.0
266,969905559s174ms.jpg,0.0,0.0,0.0,1.0
267,970325990s796ms.jpg,0.0,0.0,0.0,0.0
268,970325601s807ms.jpg,0.0,0.0,0.0,1.0
269,969902352s230ms.jpg,0.0,0.0,1.0,1.0
270,970326832s222ms.jpg,0.0,1.0,1.0,2.0
271,964869880s698ms.jpg,0.0,0.0,0.0,0.0
272,964869599s717ms.jpg,1.0,2.0,2.0,3.0
273,970326033s806ms.jpg,1.0,1.0,2.0,3.0
274,970328349s692ms.jpg,0.0,0.0,0.0,0.0
275,970588172s259ms.jpg,0.0,0.0,0.0,1.0
276,969830821s215ms.jpg,1.0,1.0,2.0,3.0
277,969905197s179ms.jpg,0.0,0.0,0.0,0.0
278,969905191s173ms.jpg,0.0,0.0,0.0,1.0
279,969905130s179ms.jpg,0.0,0.0,0.0,1.0
280,969904947s196ms.jpg,0.0,1.0,1.0,1.0
281,970329535s710ms.jpg,1.0,1.0,1.0,2.0
282,969830843s204ms.jpg,1.0,2.0,3.0,3.0
283,969906476s676ms.jpg,1.0,2.0,2.0,3.0
284,970329350s692ms.jpg,0.0,1.0,1.0,2.0
285,970325896s802ms.jpg,1.0,1.0,1.0,2.0
286,969905044s193ms.jpg,0.0,0.0,0.0,1.0
287,969902136s248ms.jpg,0.0,0.0,0.0,1.0
288,969902743s254ms.jpg,0.0,1.0,1.0,2.0
289,970325527s800ms.jpg,0.0,0.0,1.0,1.0
290,969905915s196ms.jpg,1.0,1.0,2.0,3.0
291,969902731s242ms.jpg,0.0,0.0,0.0,0.0
292,970328904s713ms.jpg,1.0,1.0,2.0,2.0
293,969901828s240ms.jpg,0.0,0.0,0.0,0.0
294,970330302s195ms.jpg,0.0,0.0,0.0,0.0
295,970588340s260ms.jpg,0.0,0.0,0.0,1.0
296,970328827s703ms.jpg,0.0,0.0,0.0,0.0
297,970328806s715ms.jpg,0.0,0.0,0.0,1.0
298,970329724s699ms.jpg,1.0,2.0,2.0,3.0
299,969906410s677ms.jpg,0.0,1.0,1.0,2.0
300,969901773s252ms.jpg,0.0,0.0,0.0,1.0
301,969906550s650ms.jpg,0.0,0.0,1.0,1.0
302,970328987s696ms.jpg,0.0,1.0,1.0,1.0
303,964869392s710ms.jpg,0.0,0.0,0.0,1.0
304,969904958s173ms.jpg,0.0,1.0,1.0,1.0
305,969902212s257ms.jpg,0.0,1.0,1.0,1.0
306,970330021s181ms.jpg,0.0,0.0,0.0,1.0
307,969906435s669ms.jpg,1.0,2.0,2.0,3.0
308,969901834s246ms.jpg,0.0,0.0,0.0,0.0
309,969901884s229ms.jpg,0.0,0.0,0.0,0.0
310,970325573s813ms.jpg,0.0,0.0,0.0,0.0
311,970328491s700ms.jpg,0.0,1.0,1.0,2.0
312,969901902s247ms.jpg,0.0,0.0,0.0,0.0
313,970588562s249ms.jpg,0.0,0.0,1.0,1.0
314,964869760s711ms.jpg,0.0,0.0,0.0,0.0
315,970326483s788ms.jpg,0.0,1.0,1.0,2.0
316,970328640s716ms.jpg,1.0,1.0,1.0,2.0
317,969905082s164ms.jpg,0.0,0.0,0.0,1.0
318,969902610s254ms.jpg,0.0,1.0,1.0,2.0
319,969905738s186ms.jpg,0.0,0.0,0.0,0.0
320,970330314s174ms.jpg,0.0,0.0,1.0,1.0
321,970329205s714ms.jpg,0.0,1.0,1.0,2.0
322,969901857s236ms.jpg,0.0,0.0,0.0,1.0
323,970329006s715ms.jpg,0.0,0.0,0.0,0.0
324,970328131s220ms.jpg,0.0,1.0,1.0,2.0
325,964868685s704ms.jpg,1.0,2.0,2.0,3.0
326,970330077s170ms.jpg,0.0,0.0,1.0,1.0
327,970588592s245ms.jpg,0.0,1.0,1.0,2.0
328,969905402s184ms.jpg,0.0,0.0,0.0,1.0
329,969905086s168ms.jpg,0.0,0.0,0.0,1.0
330,969902421s232ms.jpg,1.0,1.0,1.0,2.0
331,970330070s197ms.jpg,0.0,0.0,0.0,1.0
332,970326205s811ms.jpg,1.0,2.0,2.0,3.0
333,969902224s235ms.jpg,0.0,0.0,1.0,1.0
334,969832411s640ms.jpg,1.0,1.0,2.0,3.0
335,969902922s233ms.jpg,1.0,1.0,2.0,2.0
336,969905667s182ms.jpg,0.0,0.0,0.0,1.0
337,970325600s806ms.jpg,0.0,0.0,0.0,1.0
338,970328329s705ms.jpg,0.0,0.0,1.0,1.0
339,969902188s233ms.jpg,0.0,1.0,1.0,2.0
340,970328642s685ms.jpg,0.0,1.0,1.0,2.0
341,969906171s185ms.jpg,1.0,2.0,3.0,3.0
342,964868934s720ms.jpg,1.0,2.0,2.0,3.0
343,964869783s701ms.jpg,0.0,0.0,1.0,1.0
344,970330335s195ms.jpg,1.0,1.0,1.0,2.0
345,969902988s232ms.jpg,0.0,0.0,0.0,1.0
346,969902434s245ms.jpg,0.0,0.0,0.0,0.0
347,969904807s189ms.jpg,0.0,0.0,1.0,1.0
348,964868576s729ms.jpg,0.0,0.0,0.0,0.0
349,969902153s231ms.jpg,0.0,0.0,0.0,0.0
350,969902873s251ms.jpg,0.0,0.0,0.0,0.0
351,970588417s270ms.jpg,0.0,0.0,1.0,1.0
352,969905785s166ms.jpg,0.0,0.0,0.0,0.0
353,969906506s673ms.jpg,0.0,0.0,1.0,1.0
354,969902265s243ms.jpg,0.0,0.0,1.0,1.0
355,969906446s680ms.jpg,1.0,1.0,2.0,3.0
356,970326035s808ms.jpg,1.0,2.0,3.0,3.0
357,970329896s190ms.jpg,0.0,0.0,0.0,0.0
358,969901856s235ms.jpg,0.0,0.0,0.0,0.0
359,969904814s196ms.jpg,0.0,1.0,1.0,2.0
360,969902420s231ms.jpg,1.0,1.0,2.0,3.0
361,970326451s790ms.jpg,0.0,1.0,1.0,1.0
362,970329175s717ms.jpg,0.0,0.0,0.0,0.0
363,969906101s182ms.jpg,1.0,2.0,2.0,3.0
364,970588466s253ms.jpg,0.0,1.0,1.0,2.0
365,970330258s185ms.jpg,0.0,0.0,0.0,0.0
366,969905004s186ms.jpg,0.0,0.0,0.0,0.0
367,969902165s243ms.jpg,0.0,1.0,1.0,1.0
368,970588320s273ms.jpg,0.0,0.0,0.0,0.0
369,969905871s186ms.jpg,0.0,1.0,1.0,2.0
370,964869396s714ms.jpg,0.0,1.0,1.0,1.0
371,970328920s696ms.jpg,0.0,0.0,0.0,1.0
372,970329924s184ms.jpg,0.0,1.0,1.0,1.0
373,969902741s252ms.jpg,0.0,0.0,0.0,0.0
374,970328824s700ms.jpg,0.0,0.0,0.0,0.0
375,970329534s709ms.jpg,0.0,1.0,1.0,1.0
376,970325826s799ms.jpg,1.0,1.0,1.0,2.0
377,969906263s664ms.jpg,0.0,1.0,1.0,1.0
378,970328780s689ms.jpg,0.0,0.0,0.0,0.0
379,970329217s692ms.jpg,0.0,1.0,1.0,2.0
380,969905125s174ms.jpg,0.0,0.0,0.0,0.0
381,964869342s727ms.jpg,0.0,0.0,0.0,1.0
382,970327051s208ms.jpg,1.0,2.0,3.0,3.0
383,970326928s218ms.jpg,0.0,1.0,1.0,2.0
384,970326330s802ms.jpg,0.0,1.0,1.0,2.0
385,969905574s189ms.jpg,0.0,0.0,1.0,1.0
386,970329377s686ms.jpg,0.0,1.0,1.0,2.0
387,969905741s189ms.jpg,0.0,0.0,0.0,0.0
388,970330023s183ms.jpg,0.0,0.0,0.0,1.0
389,969902819s230ms.jpg,0.0,0.0,0.0,0.0
390,970588515s268ms.jpg,1.0,1.0,2.0,3.0
391,970329111s686ms.jpg,0.0,0.0,0.0,1.0
392,970325888s794ms.jpg,1.0,1.0,1.0,2.0
393,970329869s196ms.jpg,0.0,0.0,0.0,1.0
394,969902189s234ms.jpg,1.0,1.0,2.0,2.0
395,969905308s190ms.jpg,0.0,0.0,1.0,1.0
396,969904813s195ms.jpg,0.0,0.0,1.0,1.0
397,970328186s208ms.jpg,1.0,2.0,3.0,3.0
398,970326876s200ms.jpg,0.0,1.0,1.0,2.0
399,970588555s242ms.jpg,0.0,0.0,1.0,1.0
400,970588291s244ms.jpg,0.0,0.0,1.0,1.0
401,970328330s706ms.jpg,0.0,0.0,0.0,0.0
402,970326042s781ms.jpg,0.0,0.0,0.0,1.0
403,969906060s174ms.jpg,1.0,1.0,2.0,3.0
404,964869265s717ms.jpg,0.0,0.0,0.0,1.0
405,970329058s700ms.jpg,1.0,1.0,2.0,2.0
406,970330081s174ms.jpg,0.0,0.0,0.0,0.0
407,969902325s236ms.jpg,0.0,1.0,1.0,2.0
408,970325619s792ms.jpg,0.0,0.0,1.0,1.0
409,970588566s252ms.jpg,1.0,1.0,2.0,2.0
410,970326691s796ms.jpg,0.0,0.0,1.0,1.0
411,970329208s717ms.jpg,0.0,0.0,0.0,1.0
412,969902341s252ms.jpg,0.0,0.0,0.0,1.0
413,970328429s705ms.jpg,0.0,0.0,1.0,1.0
414,970328725s701ms.jpg,0.0,0.0,1.0,1.0
415,970329705s713ms.jpg,0.0,0.0,0.0,1.0
416,970326490s795ms.jpg,0.0,0.0,0.0,0.0
417,970325998s804ms.jpg,0.0,0.0,0.0,0.0
418,969905566s181ms.jpg,0.0,0.0,0.0,1.0
419,964869821s706ms.jpg,1.0,2.0,2.0,3.0
420,969906438s672ms.jpg,1.0,1.0,2.0,3.0
421,970329982s175ms.jpg,0.0,1.0,1.0,2.0
422,970326937s227ms.jpg,0.0,1.0,1.0,1.0
423,969832390s652ms.jpg,1.0,2.0,3.0,3.0
424,964869540s725ms.jpg,0.0,1.0,1.0,1.0
425,970329803s197ms.jpg,0.0,0.0,0.0,1.0
426,970588110s264ms.jpg,0.0,1.0,1.0,2.0
427,969902782s226ms.jpg,0.0,0.0,0.0,1.0
428,970325849s788ms.jpg,1.0,1.0,2.0,2.0
429,970330034s194ms.jpg,0.0,1.0,1.0,1.0
430,970328294s704ms.jpg,0.0,0.0,0.0,0.0
431,969905834s182ms.jpg,0.0,1.0,1.0,2.0
432,970588201s255ms.jpg,0.0,0.0,0.0,0.0
433,969906405s672ms.jpg,0.0,1.0,1.0,2.0
434,970329909s203ms.jpg,0.0,0.0,0.0,1.0
435,970588457s244ms.jpg,1.0,1.0,2.0,3.0
436,969904930s179ms.jpg,1.0,2.0,3.0,3.0
437,969905656s171ms.jpg,1.0,1.0,2.0,2.0
438,970329885s179ms.jpg,0.0,1.0,1.0,2.0
439,970326714s786ms.jpg,0.0,0.0,0.0,1.0
440,969906334s668ms.jpg,0.0,1.0,1.0,2.0
441,969905657s172ms.jpg,0.0,0.0,0.0,1.0
442,970329087s696ms.jpg,0.0,0.0,0.0,0.0
443,970328820s696ms.jpg,0.0,0.0,0.0,1.0
444,970330115s175ms.jpg,0.0,0.0,0.0,0.0
445,969905678s193ms.jpg,0.0,0.0,0.0,1.0
446,964868728s714ms.jpg,0.0,1.0,1.0,1.0
447,969906375s676ms.jpg,0.0,0.0,0.0,0.0
448,964869557s709ms.jpg,0.0,0.0,0.0,0.0
449,970325720s793ms.jpg,0.0,1.0,1.0,2.0
450,970326810s200ms.jpg,0.0,0.0,0.0,0.0
451,970329451s693ms.jpg,0.0,0.0,0.0,1.0
452,970326229s801ms.jpg,0.0,0.0,0.0,1.0
453,964868968s720ms.jpg,0.0,1.0,1.0,2.0
454,969830825s219ms.jpg,1.0,2.0,2.0,3.0
455,969906421s655ms.jpg,0.0,1.0,1.0,2.0
456,969904773s189ms.jpg,0.0,0.0,1.0,1.0
457,964868712s698ms.jpg,1.0,2.0,3.0,3.0
458,969902867s245ms.jpg,0.0,0.0,0.0,0.0
459,969905965s179ms.jpg,1.0,2.0,2.0,3.0
460,969905531s179ms.jpg,1.0,1.0,2.0,2.0
461,969905953s167ms.jpg,0.0,0.0,1.0,1.0
462,970329488s696ms.jpg,1.0,2.0,3.0,3.0
463,969905153s168ms.jpg,1.0,1.0,1.0,2.0
464,970329862s189ms.jpg,0.0,0.0,0.0,0.0
